timestamp,message,category,source
2026-02-03T10:29:04.816680,DEBUG: Prometheus scrape completed,noise,log-source-8
2026-01-26T22:10:04.797133,INFO: Service redis started successfully on jumpbox,routine,log-source-8
2026-01-27T19:28:04.785354,WARNING: Unusual outbound traffic to 192.168.1.100:8080,suspicious,log-source-2
2026-01-28T01:44:04.793698,INFO: User root logged out,routine,log-source-9
2026-02-12T14:04:04.813776,DEBUG: Health check endpoint called - status OK,noise,log-source-9
2026-01-21T10:27:04.815024,DEBUG: Prometheus scrape completed,noise,log-source-9
2026-02-07T07:35:04.810550,DEBUG: Cache hit for key cache:data,noise,log-source-5
2026-02-14T00:17:04.792737,INFO: User backup_user logged out,routine,log-source-4
2026-02-06T03:53:04.787898,NOTICE: Failed authentication from unusual location Tor Exit Node,suspicious,log-source-3
2026-02-07T04:42:04.790642,WARNING: Unusual outbound traffic to 192.168.1.100:3389,suspicious,log-source-7
2026-02-13T09:52:04.810572,TRACE: Timer triggered for scheduled task,noise,log-source-2
2026-01-20T15:11:04.817826,DEBUG: GC completed in 250ms,noise,log-source-4
2026-02-14T10:46:04.785064,ALERT: Port scan detected from 203.0.113.42 on ports 20-25,suspicious,log-source-10
2026-02-11T09:25:04.794301,INFO: User admin logged out,routine,log-source-6
2026-02-15T01:07:04.789847,NOTICE: Failed authentication from unusual location Unknown VPN,suspicious,log-source-3
2026-02-11T06:53:04.814390,DEBUG: Prometheus scrape completed,noise,log-source-7
2026-01-26T00:54:04.786435,"ALERT: Port scan detected from 203.0.113.42 on ports 3306,5432",suspicious,log-source-5
2026-02-09T14:46:04.801713,INFO: Service redis started successfully on jumpbox,routine,log-source-10
2026-01-21T00:46:04.789430,WARNING: Unusual network activity from db-master to port 443,suspicious,log-source-4
2026-02-01T15:01:04.814925,TRACE: Telemetry data sent,noise,log-source-1
2026-02-10T12:35:04.803295,INFO: User svc_account logged in successfully from 172.16.0.25,routine,log-source-1
2026-02-14T20:40:04.807962,DEBUG: Health check endpoint called - status OK,noise,log-source-7
2026-01-30T15:29:04.798895,NOTICE: System update applied successfully,routine,log-source-2
2026-01-29T11:20:04.810968,DEBUG: Cache hit for key user:123,noise,log-source-9
2026-02-05T02:53:04.805953,INFO: Backup completed successfully - 1024MB archived,routine,log-source-1
2026-01-29T04:23:04.800206,INFO: Backup completed successfully - 1024MB archived,routine,log-source-9
2026-02-08T06:04:04.789597,WARNING: Failed login attempt for user svc_account from 198.51.100.17,suspicious,log-source-5
2026-01-19T17:29:04.790173,WARNING: Unusual outbound traffic to 203.0.113.42:8080,suspicious,log-source-10
2026-01-23T22:13:04.815481,TRACE: Telemetry data sent,noise,log-source-1
2026-02-14T23:52:04.812875,DEBUG: Health check endpoint called - status OK,noise,log-source-8
2026-02-07T23:57:04.789890,NOTICE: Access denied for jsmith accessing /usr/bin/suspicious,suspicious,log-source-2
2026-01-23T05:09:04.808392,DEBUG: Prometheus scrape completed,noise,log-source-10
2026-02-16T12:04:04.802690,NOTICE: Password changed for user svc_account,routine,log-source-1
2026-01-25T11:11:04.806552,INFO: User root logged out,routine,log-source-8
2026-01-25T09:54:04.810760,DEBUG: Metrics exported to prometheus:9090,noise,log-source-2
2026-01-29T04:27:04.819497,DEBUG: GC completed in 250ms,noise,log-source-4
2026-01-21T04:01:04.802818,NOTICE: Configuration updated for mysql,routine,log-source-5
2026-02-02T18:28:04.785433,WARNING: Unusual network activity from workstation-42 to port 3306,suspicious,log-source-9
2026-02-05T23:29:04.784835,ALERT: SQL injection attempt detected in request from 198.51.100.17,critical,log-source-5
2026-02-05T08:14:04.805730,INFO: Service redis started successfully on jumpbox,routine,log-source-2
2026-01-22T15:56:04.795805,NOTICE: Password changed for user jsmith,routine,log-source-6
2026-02-18T00:07:04.785730,ALERT: Multiple failed SSH attempts from 198.51.100.17,suspicious,log-source-7
2026-01-30T06:19:04.799007,DEBUG: Session created for user svc_account,routine,log-source-8
2026-01-24T19:36:04.793201,INFO: User jsmith logged out,routine,log-source-4
2026-01-19T02:44:04.799604,INFO: Backup completed successfully - 500MB archived,routine,log-source-2
2026-02-13T06:15:04.807197,TRACE: Keep-alive ping from 203.0.113.42,noise,log-source-2
2026-02-17T19:42:04.817291,TRACE: Connection pool status: 10 active,noise,log-source-2
2026-02-10T22:52:04.806534,DEBUG: Request processed in 250ms,routine,log-source-7
2026-02-04T02:00:04.785945,WARNING: Permission denied for admin on /etc/passwd,suspicious,log-source-5
2026-01-20T15:10:04.807802,DEBUG: Health check endpoint called - status OK,noise,log-source-2
2026-02-09T08:48:04.795769,DEBUG: Request processed in 50ms,routine,log-source-6
2026-02-16T18:17:04.812725,TRACE: Telemetry data sent,noise,log-source-4
2026-01-30T04:08:04.797858,INFO: New connection established from 203.0.113.42,routine,log-source-6
2026-01-26T03:49:04.812054,DEBUG: Metrics exported to prometheus:9090,noise,log-source-4
2026-02-04T13:30:04.805431,DEBUG: Request processed in 15ms,routine,log-source-1
2026-01-28T22:52:04.800056,NOTICE: System update applied successfully,routine,log-source-10
2026-02-08T06:29:04.790631,NOTICE: Unauthorized access attempt to /var/log/auth.log,suspicious,log-source-8
2026-02-07T08:40:04.813628,DEBUG: Cache hit for key cache:data,noise,log-source-1
2026-01-31T00:16:04.790649,"ALERT: Port scan detected from 10.0.0.50 on ports 3306,5432",suspicious,log-source-5
2026-01-23T02:50:04.808071,DEBUG: Health check endpoint called - status OK,noise,log-source-3
2026-02-01T04:38:04.794069,NOTICE: Password changed for user svc_account,routine,log-source-3
2026-02-07T23:58:04.818550,DEBUG: GC completed in 100ms,noise,log-source-5
2026-02-12T15:48:04.819064,DEBUG: Health check endpoint called - status OK,noise,log-source-9
2026-01-25T21:16:04.809766,DEBUG: Metrics exported to prometheus:9090,noise,log-source-6
2026-01-27T07:59:04.814796,DEBUG: GC completed in 250ms,noise,log-source-9
2026-02-16T19:52:04.795499,NOTICE: System update applied successfully,routine,log-source-1
2026-02-02T18:59:04.808906,DEBUG: Cache hit for key session:abc,noise,log-source-7
2026-01-20T11:45:04.814098,DEBUG: Health check endpoint called - status OK,noise,log-source-2
2026-01-22T02:22:04.811753,DEBUG: Metrics exported to localhost:8080,noise,log-source-5
2026-02-13T09:05:04.802449,DEBUG: Session created for user root,routine,log-source-4
2026-01-24T22:17:04.805027,NOTICE: System update applied successfully,routine,log-source-3
2026-02-01T13:38:04.803367,DEBUG: Request processed in 15ms,routine,log-source-9
2026-02-15T19:54:04.789483,ALERT: Multiple failed SSH attempts from 172.16.0.25,suspicious,log-source-1
2026-02-01T17:02:04.795079,INFO: Backup completed successfully - 1024MB archived,routine,log-source-2
2026-01-28T03:19:04.784282,THREAT: Cobalt Strike beacon identified on workstation-42,critical,log-source-4
2026-02-07T08:08:04.795798,INFO: Backup completed successfully - 50MB archived,routine,log-source-9
2026-01-22T18:47:04.816451,DEBUG: Prometheus scrape completed,noise,log-source-7
2026-02-02T20:44:04.785911,NOTICE: Failed authentication from unusual location China,suspicious,log-source-4
2026-02-03T00:05:04.787084,WARNING: Unusual outbound traffic to 10.0.0.50:3306,suspicious,log-source-2
2026-02-02T03:27:04.815445,DEBUG: Cache hit for key user:123,noise,log-source-6
2026-02-15T09:04:04.807079,NOTICE: System update applied successfully,routine,log-source-10
2026-02-10T19:50:04.807146,DEBUG: Session created for user root,routine,log-source-8
2026-01-23T22:56:04.813138,DEBUG: Health check endpoint called - status OK,noise,log-source-9
2026-02-15T19:47:04.795040,NOTICE: System update applied successfully,routine,log-source-2
2026-01-31T05:36:04.809465,DEBUG: Metrics exported to localhost:8080,noise,log-source-2
2026-02-17T08:47:04.796545,NOTICE: System update applied successfully,routine,log-source-1
2026-02-06T09:48:04.809352,DEBUG: Prometheus scrape completed,noise,log-source-2
2026-01-29T16:24:04.811553,TRACE: Heartbeat received from workstation-42,noise,log-source-1
2026-01-29T04:19:04.797974,NOTICE: Password changed for user root,routine,log-source-1
2026-01-25T11:06:04.785751,WARNING: Unusual outbound traffic to 192.168.1.100:443,suspicious,log-source-5
2026-02-13T21:48:04.802393,INFO: User jsmith logged out,routine,log-source-3
2026-01-24T16:55:04.806320,DEBUG: Session created for user backup_user,routine,log-source-6
2026-02-06T06:05:04.819400,DEBUG: Cache hit for key cache:data,noise,log-source-3
2026-01-23T04:45:04.806538,DEBUG: Request processed in 5ms,routine,log-source-9
2026-01-22T14:07:04.788527,NOTICE: Failed authentication from unusual location China,suspicious,log-source-9
2026-02-02T11:19:04.791336,DEBUG: Request processed in 50ms,routine,log-source-10
2026-01-30T00:07:04.817349,TRACE: Connection pool status: 50 active,noise,log-source-7
2026-02-01T20:41:04.784745,THREAT: Cobalt Strike beacon identified on jumpbox,critical,log-source-8
2026-01-30T00:42:04.803482,NOTICE: Password changed for user jsmith,routine,log-source-5
2026-02-08T16:37:04.803570,NOTICE: System update applied successfully,routine,log-source-9
2026-02-11T09:56:04.820051,DEBUG: GC completed in 15ms,noise,log-source-2
2026-01-25T05:23:04.811341,DEBUG: Cache hit for key session:abc,noise,log-source-3
2026-02-07T00:43:04.798555,INFO: New connection established from 203.0.113.42,routine,log-source-10
2026-01-31T04:11:04.790043,NOTICE: Unauthorized access attempt to admin_panel,suspicious,log-source-4
2026-02-02T14:45:04.808897,TRACE: Keep-alive ping from 198.51.100.17,noise,log-source-9
2026-01-21T07:17:04.819802,TRACE: Heartbeat received from jumpbox,noise,log-source-8
2026-01-22T01:20:04.817594,DEBUG: GC completed in 15ms,noise,log-source-5
2026-02-04T07:11:04.801303,INFO: User admin logged in successfully from 172.16.0.25,routine,log-source-3
2026-02-07T08:46:04.815219,TRACE: Telemetry data sent,noise,log-source-2
2026-01-19T03:02:04.799737,INFO: User svc_account logged in successfully from 10.0.0.50,routine,log-source-6
2026-01-26T19:10:04.813773,TRACE: Timer triggered for scheduled task,noise,log-source-8
2026-02-06T14:59:04.805172,NOTICE: Password changed for user jsmith,routine,log-source-3
2026-02-01T01:12:04.794629,NOTICE: System update applied successfully,routine,log-source-10
2026-02-15T00:57:04.814359,DEBUG: Prometheus scrape completed,noise,log-source-2
2026-02-02T07:12:04.804976,INFO: Backup completed successfully - 500MB archived,routine,log-source-8
2026-02-13T17:37:04.801186,INFO: User root logged out,routine,log-source-10
2026-01-27T20:12:04.787344,ALERT: Multiple failed SSH attempts from 203.0.113.42,suspicious,log-source-4
2026-02-17T03:28:04.800073,DEBUG: Session created for user backup_user,routine,log-source-5
2026-01-30T17:53:04.813699,TRACE: Heartbeat received from app-node-03,noise,log-source-2
2026-02-13T01:39:04.819769,TRACE: Keep-alive ping from 172.16.0.25,noise,log-source-1
2026-01-20T22:49:04.816293,TRACE: Timer triggered for scheduled task,noise,log-source-8
2026-01-28T05:32:04.814222,DEBUG: Cache hit for key user:123,noise,log-source-10
2026-02-04T00:05:04.807288,DEBUG: GC completed in 5ms,noise,log-source-4
2026-01-23T18:12:04.799100,INFO: New connection established from 10.0.0.50,routine,log-source-6
2026-01-28T16:13:04.816407,TRACE: Timer triggered for scheduled task,noise,log-source-10
2026-02-07T14:46:04.820077,TRACE: Heartbeat received from db-master,noise,log-source-7
2026-02-10T02:27:04.807784,TRACE: Keep-alive ping from 10.0.0.50,noise,log-source-1
2026-01-22T13:40:04.804205,INFO: Service nginx started successfully on jumpbox,routine,log-source-4
2026-01-21T02:45:04.796341,NOTICE: Password changed for user jsmith,routine,log-source-5
2026-01-20T17:00:04.787429,WARNING: Unusual network activity from db-master to port 8080,suspicious,log-source-10
2026-02-04T12:09:04.793780,INFO: User admin logged out,routine,log-source-8
2026-02-03T21:31:04.815741,DEBUG: Health check endpoint called - status OK,noise,log-source-4
2026-02-13T17:23:04.784915,THREAT: Cobalt Strike beacon identified on workstation-42,critical,log-source-5
2026-02-14T11:40:04.798654,NOTICE: Password changed for user admin,routine,log-source-3
2026-02-07T06:16:04.791467,NOTICE: Configuration updated for kafka,routine,log-source-9
2026-02-11T18:12:04.795258,INFO: Backup completed successfully - 1024MB archived,routine,log-source-5
2026-02-10T16:44:04.815451,DEBUG: Health check endpoint called - status OK,noise,log-source-6
2026-02-14T10:02:04.803227,DEBUG: Request processed in 100ms,routine,log-source-5
2026-01-23T12:54:04.818253,TRACE: Keep-alive ping from 172.16.0.25,noise,log-source-9
2026-01-29T13:21:04.793288,INFO: Service redis started successfully on web-server-01,routine,log-source-7
2026-01-27T18:40:04.808363,TRACE: Connection pool status: 10 active,noise,log-source-6
2026-02-15T03:32:04.787657,WARNING: Unusual network activity from jumpbox to port 22,suspicious,log-source-4
2026-02-02T05:59:04.801362,DEBUG: Request processed in 15ms,routine,log-source-10
2026-01-24T02:37:04.819333,TRACE: Telemetry data sent,noise,log-source-9
2026-01-28T10:09:04.789457,NOTICE: Access denied for root accessing /home/user/downloads/invoice.pdf,suspicious,log-source-7
2026-02-06T14:52:04.808238,TRACE: Timer triggered for scheduled task,noise,log-source-8
2026-01-20T05:41:04.796717,NOTICE: Password changed for user backup_user,routine,log-source-6
2026-02-13T10:16:04.793291,INFO: Backup completed successfully - 2048MB archived,routine,log-source-9
2026-02-10T07:38:04.784811,ALERT: Malware detected - Backdoor.Cobalt found in /tmp/payload.exe,critical,log-source-6
2026-01-29T10:45:04.796724,INFO: User svc_account logged out,routine,log-source-4
2026-02-15T18:20:04.817630,DEBUG: Metrics exported to grafana:3000,noise,log-source-9
2026-02-06T12:33:04.791868,DEBUG: Session created for user svc_account,routine,log-source-8
2026-01-23T14:37:04.803495,INFO: New connection established from 192.168.1.100,routine,log-source-1
2026-01-24T18:50:04.794005,INFO: User root logged out,routine,log-source-3
2026-01-25T10:24:04.813144,DEBUG: Health check endpoint called - status OK,noise,log-source-2
2026-02-01T18:52:04.813919,TRACE: Connection pool status: 100 active,noise,log-source-2
2026-02-17T07:31:04.818515,TRACE: Heartbeat received from jumpbox,noise,log-source-8
2026-01-20T05:15:04.815596,TRACE: Connection pool status: 5 active,noise,log-source-6
2026-01-31T05:04:04.793163,NOTICE: Password changed for user svc_account,routine,log-source-2
2026-01-31T00:48:04.792693,NOTICE: Configuration updated for redis,routine,log-source-10
2026-01-24T20:58:04.820177,DEBUG: Prometheus scrape completed,noise,log-source-1
2026-01-24T04:38:04.788918,WARNING: Suspicious PowerShell execution on workstation-42,suspicious,log-source-3
2026-02-09T14:37:04.800758,NOTICE: System update applied successfully,routine,log-source-8
2026-02-05T03:02:04.792641,NOTICE: Password changed for user backup_user,routine,log-source-6
2026-01-26T21:15:04.815893,TRACE: Telemetry data sent,noise,log-source-7
2026-02-15T15:00:04.799691,NOTICE: Configuration updated for kafka,routine,log-source-7
2026-02-11T11:51:04.790385,NOTICE: Unauthorized access attempt to admin_panel,suspicious,log-source-8
2026-01-26T00:40:04.795460,INFO: Backup completed successfully - 2048MB archived,routine,log-source-5
2026-01-24T17:20:04.811408,TRACE: Connection pool status: 15 active,noise,log-source-9
2026-02-08T09:11:04.809421,DEBUG: Metrics exported to prometheus:9090,noise,log-source-10
2026-01-29T06:05:04.799645,INFO: User root logged out,routine,log-source-4
2026-01-28T13:18:04.799971,DEBUG: Session created for user admin,routine,log-source-2
2026-01-22T20:18:04.788912,NOTICE: Unauthorized access attempt to /etc/passwd,suspicious,log-source-4
2026-02-13T10:37:04.786450,NOTICE: Unauthorized access attempt to database.users,suspicious,log-source-1
2026-02-10T13:06:04.812602,DEBUG: Metrics exported to prometheus:9090,noise,log-source-3
2026-02-09T02:43:04.795936,INFO: User admin logged in successfully from 172.16.0.25,routine,log-source-8
2026-02-13T20:50:04.799851,DEBUG: Session created for user admin,routine,log-source-10
2026-01-21T17:43:04.811348,DEBUG: Cache hit for key user:123,noise,log-source-9
2026-01-20T06:17:04.806953,DEBUG: Session created for user backup_user,routine,log-source-6
2026-01-19T09:47:04.793508,INFO: New connection established from 192.168.1.100,routine,log-source-3
2026-01-29T20:40:04.812569,TRACE: Keep-alive ping from 198.51.100.17,noise,log-source-8
2026-02-08T14:44:04.807239,TRACE: Heartbeat received from jumpbox,noise,log-source-6
2026-01-20T01:55:04.792556,NOTICE: Configuration updated for elasticsearch,routine,log-source-5
2026-02-04T09:19:04.795163,NOTICE: Password changed for user jsmith,routine,log-source-3
2026-01-25T06:52:04.810269,TRACE: Connection pool status: 5 active,noise,log-source-7
2026-02-09T03:30:04.796613,INFO: User jsmith logged out,routine,log-source-10
2026-02-05T20:55:04.803170,DEBUG: Request processed in 100ms,routine,log-source-9
2026-02-16T04:30:04.797776,NOTICE: System update applied successfully,routine,log-source-9
2026-02-15T14:05:04.804780,NOTICE: Configuration updated for elasticsearch,routine,log-source-10
2026-02-06T05:32:04.798687,DEBUG: Request processed in 50ms,routine,log-source-8
2026-01-25T07:21:04.794787,NOTICE: System update applied successfully,routine,log-source-6
2026-02-12T20:58:04.809389,DEBUG: Cache hit for key user:123,noise,log-source-10
2026-02-06T23:55:04.785517,NOTICE: Unauthorized access attempt to admin_panel,suspicious,log-source-9
2026-02-16T19:54:04.812674,DEBUG: GC completed in 250ms,noise,log-source-1
2026-01-21T07:23:04.794807,NOTICE: Password changed for user svc_account,routine,log-source-8
2026-02-15T19:49:04.808395,DEBUG: Cache hit for key cache:data,noise,log-source-1
2026-02-08T10:08:04.790513,"ALERT: Port scan detected from 10.0.0.50 on ports 3306,5432",suspicious,log-source-8
2026-01-31T00:38:04.814743,DEBUG: Cache hit for key session:abc,noise,log-source-9
2026-01-22T00:57:04.792595,NOTICE: Password changed for user admin,routine,log-source-1
2026-01-28T20:43:04.815129,DEBUG: GC completed in 5ms,noise,log-source-4
2026-01-19T15:12:04.794271,INFO: New connection established from 10.0.0.50,routine,log-source-7
2026-02-04T12:53:04.788855,WARNING: Suspicious PowerShell execution on app-node-03,suspicious,log-source-2
2026-02-03T14:39:04.805435,INFO: Service redis started successfully on web-server-01,routine,log-source-2
2026-02-13T06:30:04.799951,NOTICE: Password changed for user jsmith,routine,log-source-6
2026-02-11T09:24:04.811525,DEBUG: Metrics exported to prometheus:9090,noise,log-source-5
2026-01-28T16:38:04.784889,CRITICAL: Brute force attack detected from 198.51.100.17 - 15 failed attempts,critical,log-source-10
2026-02-01T15:17:04.804382,INFO: User admin logged in successfully from 192.168.1.100,routine,log-source-9
2026-02-05T09:50:04.792812,DEBUG: Request processed in 15ms,routine,log-source-7
2026-02-01T14:34:04.812005,TRACE: Connection pool status: 50 active,noise,log-source-6
2026-01-19T12:34:04.800375,INFO: User jsmith logged in successfully from 10.0.0.50,routine,log-source-5
2026-01-29T20:26:04.813674,TRACE: Telemetry data sent,noise,log-source-2
2026-02-08T11:15:04.809028,DEBUG: Health check endpoint called - status OK,noise,log-source-7
2026-01-26T20:42:04.792066,DEBUG: Session created for user admin,routine,log-source-1
2026-02-13T01:38:04.791406,DEBUG: Session created for user svc_account,routine,log-source-8
2026-02-10T14:58:04.797171,INFO: User root logged in successfully from 172.16.0.25,routine,log-source-10
2026-01-28T10:57:04.800322,DEBUG: Session created for user jsmith,routine,log-source-10
2026-02-13T19:12:04.797587,DEBUG: Request processed in 15ms,routine,log-source-8
2026-01-28T17:46:04.792063,INFO: User svc_account logged in successfully from 198.51.100.17,routine,log-source-9
2026-02-10T13:01:04.818037,TRACE: Telemetry data sent,noise,log-source-7
2026-02-14T08:55:04.807385,DEBUG: GC completed in 100ms,noise,log-source-8
2026-02-08T09:31:04.803081,INFO: User svc_account logged out,routine,log-source-4
2026-01-27T23:16:04.798376,INFO: User root logged in successfully from 172.16.0.25,routine,log-source-4
2026-02-02T06:46:04.819999,DEBUG: Prometheus scrape completed,noise,log-source-9
2026-02-06T10:00:04.815207,TRACE: Timer triggered for scheduled task,noise,log-source-1
2026-01-25T11:43:04.807382,DEBUG: Health check endpoint called - status OK,noise,log-source-6
2026-01-31T10:43:04.784908,ALERT: Malware detected - Ransomware.WannaCry found in C:\Windows\Temp\malware.dll,critical,log-source-8
2026-02-06T02:51:04.785404,NOTICE: Failed authentication from unusual location Tor Exit Node,suspicious,log-source-4
2026-02-15T04:10:04.814516,DEBUG: Health check endpoint called - status OK,noise,log-source-9
2026-01-20T03:32:04.817474,TRACE: Keep-alive ping from 203.0.113.42,noise,log-source-8
2026-01-25T21:03:04.815655,TRACE: Timer triggered for scheduled task,noise,log-source-6
2026-01-19T06:18:04.817442,DEBUG: GC completed in 100ms,noise,log-source-1
2026-02-03T10:40:04.804123,INFO: User root logged out,routine,log-source-4
2026-02-15T08:23:04.803244,NOTICE: Configuration updated for redis,routine,log-source-1
2026-02-13T15:47:04.804063,NOTICE: Configuration updated for kafka,routine,log-source-9
2026-01-19T05:31:04.816862,TRACE: Timer triggered for scheduled task,noise,log-source-8
2026-01-30T23:22:04.795667,NOTICE: Password changed for user jsmith,routine,log-source-9
2026-01-31T09:16:04.792648,DEBUG: Session created for user svc_account,routine,log-source-1
2026-02-08T19:05:04.808549,TRACE: Telemetry data sent,noise,log-source-3
2026-02-16T09:42:04.804738,NOTICE: Configuration updated for mysql,routine,log-source-9
2026-01-26T02:42:04.799541,DEBUG: Request processed in 15ms,routine,log-source-6
2026-02-11T10:28:04.807685,TRACE: Connection pool status: 10 active,noise,log-source-9
2026-01-23T07:56:04.794002,INFO: Service mysql started successfully on app-node-03,routine,log-source-10
2026-02-02T17:57:04.798115,NOTICE: Password changed for user root,routine,log-source-7
2026-01-20T02:32:04.791684,NOTICE: System update applied successfully,routine,log-source-1
2026-02-13T02:31:04.805139,INFO: User backup_user logged out,routine,log-source-10
2026-02-09T19:33:04.819641,TRACE: Timer triggered for scheduled task,noise,log-source-9
2026-01-24T14:08:04.807885,DEBUG: Cache hit for key cache:data,noise,log-source-7
2026-01-26T05:46:04.815997,TRACE: Heartbeat received from jumpbox,noise,log-source-7
2026-02-16T18:15:04.792523,NOTICE: Configuration updated for mysql,routine,log-source-3
2026-02-11T08:15:04.796402,INFO: New connection established from 172.16.0.25,routine,log-source-1
2026-01-30T22:04:04.807658,DEBUG: GC completed in 100ms,noise,log-source-3
2026-01-23T23:36:04.810072,TRACE: Connection pool status: 15 active,noise,log-source-6
2026-02-05T13:20:04.789315,WARNING: Suspicious PowerShell execution on app-node-03,suspicious,log-source-9
2026-02-06T22:54:04.798619,DEBUG: Request processed in 5ms,routine,log-source-5
2026-01-23T20:41:04.789897,NOTICE: Unauthorized access attempt to admin_panel,suspicious,log-source-2
2026-01-26T23:28:04.796102,INFO: User backup_user logged out,routine,log-source-7
2026-01-28T13:26:04.807507,TRACE: Keep-alive ping from 203.0.113.42,noise,log-source-5
2026-01-29T17:02:04.788758,NOTICE: Access denied for root accessing /usr/bin/suspicious,suspicious,log-source-6
2026-02-06T17:12:04.785088,"ALERT: Port scan detected from 192.168.1.100 on ports 3306,5432",suspicious,log-source-10
2026-02-02T03:42:04.817797,DEBUG: Health check endpoint called - status OK,noise,log-source-9
2026-02-02T11:47:04.806431,DEBUG: Request processed in 15ms,routine,log-source-10
2026-02-02T22:07:04.819717,TRACE: Heartbeat received from jumpbox,noise,log-source-10
2026-02-15T01:27:04.792246,DEBUG: Request processed in 250ms,routine,log-source-3
2026-01-25T14:21:04.800202,INFO: New connection established from 198.51.100.17,routine,log-source-1
2026-02-16T06:28:04.792194,NOTICE: Configuration updated for kafka,routine,log-source-10
2026-01-21T09:00:04.796314,INFO: User admin logged in successfully from 10.0.0.50,routine,log-source-6
2026-02-17T23:40:04.804949,INFO: Service elasticsearch started successfully on workstation-42,routine,log-source-9
2026-01-20T23:51:04.818377,DEBUG: Metrics exported to prometheus:9090,noise,log-source-4
2026-02-06T19:04:04.793589,DEBUG: Request processed in 15ms,routine,log-source-10
2026-02-09T13:06:04.808389,TRACE: Timer triggered for scheduled task,noise,log-source-1
2026-01-27T15:17:04.804393,INFO: Backup completed successfully - 500MB archived,routine,log-source-4
2026-02-03T06:31:04.818879,TRACE: Keep-alive ping from 10.0.0.50,noise,log-source-9
2026-01-28T03:57:04.802509,INFO: New connection established from 192.168.1.100,routine,log-source-10
2026-01-20T05:56:04.800882,INFO: Service redis started successfully on jumpbox,routine,log-source-2
2026-02-04T06:15:04.792089,DEBUG: Session created for user jsmith,routine,log-source-7
2026-01-30T02:09:04.796795,NOTICE: System update applied successfully,routine,log-source-6
2026-01-26T06:14:04.805558,NOTICE: Password changed for user admin,routine,log-source-8
2026-01-23T05:25:04.790837,NOTICE: Access denied for root accessing C:\Windows\Temp\malware.dll,suspicious,log-source-6
2026-02-09T01:12:04.786589,WARNING: Failed login attempt for user root from 172.16.0.25,suspicious,log-source-1
2026-02-17T04:50:04.797557,INFO: New connection established from 192.168.1.100,routine,log-source-8
2026-02-12T22:29:04.810927,DEBUG: Health check endpoint called - status OK,noise,log-source-9
2026-01-21T19:26:04.811968,DEBUG: Cache hit for key session:abc,noise,log-source-8
2026-01-20T00:48:04.797041,NOTICE: Configuration updated for redis,routine,log-source-7
2026-01-29T06:16:04.793774,NOTICE: Configuration updated for redis,routine,log-source-2
2026-02-01T23:06:04.819219,TRACE: Telemetry data sent,noise,log-source-4
2026-02-01T19:46:04.808181,TRACE: Connection pool status: 50 active,noise,log-source-6
2026-01-23T02:41:04.784726,ALERT: SQL injection attempt detected in request from 172.16.0.25,critical,log-source-2
2026-02-07T06:47:04.816313,DEBUG: Health check endpoint called - status OK,noise,log-source-9
2026-02-06T09:33:04.808200,DEBUG: Cache hit for key user:123,noise,log-source-3
2026-02-03T15:28:04.795197,INFO: Backup completed successfully - 50MB archived,routine,log-source-9
2026-02-16T02:35:04.804198,INFO: Service kafka started successfully on workstation-42,routine,log-source-8
2026-01-20T01:41:04.798078,INFO: Backup completed successfully - 2048MB archived,routine,log-source-5
2026-02-13T09:29:04.799614,NOTICE: Password changed for user backup_user,routine,log-source-10
2026-02-06T18:04:04.817585,TRACE: Telemetry data sent,noise,log-source-8
2026-02-02T08:19:04.813966,DEBUG: Cache hit for key session:abc,noise,log-source-1
2026-02-05T23:26:04.796099,DEBUG: Request processed in 5ms,routine,log-source-6
2026-02-11T21:20:04.815906,DEBUG: Health check endpoint called - status OK,noise,log-source-2
2026-02-09T12:35:04.796952,INFO: New connection established from 192.168.1.100,routine,log-source-4
2026-01-29T19:46:04.804524,INFO: User svc_account logged out,routine,log-source-7
2026-01-25T16:56:04.798147,NOTICE: Configuration updated for kafka,routine,log-source-7
2026-02-14T04:31:04.812615,TRACE: Heartbeat received from app-node-03,noise,log-source-2
2026-01-21T02:58:04.808843,TRACE: Heartbeat received from db-master,noise,log-source-5
2026-01-29T15:36:04.791779,INFO: Service mysql started successfully on web-server-01,routine,log-source-9
2026-01-23T15:40:04.812463,TRACE: Keep-alive ping from 172.16.0.25,noise,log-source-6
2026-02-09T16:25:04.811013,DEBUG: Cache hit for key cache:data,noise,log-source-4
2026-01-22T18:49:04.812393,TRACE: Keep-alive ping from 198.51.100.17,noise,log-source-6
2026-02-15T01:27:04.817680,TRACE: Telemetry data sent,noise,log-source-7
2026-01-23T22:43:04.792059,INFO: New connection established from 198.51.100.17,routine,log-source-6
2026-01-22T20:24:04.801196,NOTICE: Configuration updated for kafka,routine,log-source-7
2026-02-15T11:52:04.785288,WARNING: Permission denied for admin on /etc/passwd,suspicious,log-source-2
2026-01-27T02:38:04.816137,TRACE: Timer triggered for scheduled task,noise,log-source-9
2026-02-13T00:44:04.813718,DEBUG: Prometheus scrape completed,noise,log-source-9
2026-02-01T05:17:04.794855,INFO: User backup_user logged in successfully from 172.16.0.25,routine,log-source-3
2026-02-07T05:06:04.804962,INFO: New connection established from 172.16.0.25,routine,log-source-6
2026-02-14T10:07:04.810400,DEBUG: Prometheus scrape completed,noise,log-source-10
2026-01-21T19:38:04.803903,INFO: New connection established from 172.16.0.25,routine,log-source-8
2026-02-15T18:52:04.799036,DEBUG: Request processed in 5ms,routine,log-source-1
